,Dialogue Index,Utterance Index,Speaker Index,Utterance,Emotions,Sentiments,Dialogue Acts
4181,174,1,2,Any particular area ?,-1,-1,dict_keys(['Attraction-Request'])
4182,174,2,1,Cambridge,0,0,dict_keys([])
4183,174,3,2,The address is saint andrew's street . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
4184,174,4,1,I am looking for a train,0,0,dict_keys([])
4185,174,5,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
4186,174,6,1,The train should leave in saturday,2,1,dict_keys([])
4187,174,7,2,Where would you like to go to ?,-1,-1,dict_keys(['Train-Request'])
4188,174,8,1,The train should go to Cambridge,0,0,dict_keys([])
4189,174,9,2,What day will you travel on ?,-1,-1,dict_keys(['Train-Request'])
4190,174,10,1,The train should depart from Cambridge and arrive at 13:30,0,0,dict_keys([])
4191,174,11,2,,-1,-1,dict_keys([])
4192,174,12,1,Saturday,0,0,dict_keys([])
4193,174,13,2,"The train will be departing from cambridge . The booking is for arriving in london kings cross . TR0899 would be your perfect fit . There is a train that leaves at 05:00 . Great , I have a train that meets your criteria . Would you like me to book it for you ?",-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
4194,174,14,1,The train should arrive 13:30,2,1,dict_keys([])
4195,174,15,2,Can you tell me which day you 'd like to travel on ?,-1,-1,dict_keys(['Train-Request'])
4196,174,16,1,on saturday and the train should go to Cambridge,2,1,dict_keys([])
4197,174,17,2,That train leaves on saturday . TR0899 would be your perfect fit . I would say you should leave by 05:00.,-1,-1,dict_keys(['Train-Inform'])
4198,174,18,1,i need one THAT ARRIVES AT 13:30,2,1,dict_keys([])
4199,174,19,2,How many tickets do you need ?,-1,-1,dict_keys(['Train-Request'])
4200,174,20,1,once you find a train make sure you get price,0,0,dict_keys([])
4201,174,21,2,"It is 18.88 pounds. Great , I have a train that meets your criteria . Would you like me to book it for you ?",-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
4202,175,0,1,"Hi, I would like to go to a museum in Amsterdam",0,0,dict_keys([])
4203,175,1,2,"Sure , there are 23 for you to choose from . It is listed as a museum attraction . I have various attractions all over town . Is there a specific area you are wanting to find something to do ?",-1,-1,"dict_keys(['Attraction-Request', 'Attraction-Inform'])"
4204,175,2,1,near downtown,0,0,dict_keys([])
4205,175,3,2,It 's located at 98 king street . What about broughton house gallery ? The phone number is 01223314960 . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
4206,175,4,1,"yes, what time does broughton house gallery open?",0,0,dict_keys([])
4207,175,5,2,It is on 98 king street . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
4208,175,6,1,"the openning hours of it, please?",0,0,dict_keys([])
4209,175,7,2,Their address in our system is listed as 98 king street . Broughton house gallery looks good . The phone number is 01223314960 .,-1,-1,dict_keys(['Attraction-Inform'])
4210,175,8,1,And a restaurant near Broughton gallery?,0,0,dict_keys([])
4211,175,9,2,The entry fee is none .,-1,-1,dict_keys(['Attraction-Inform'])
4212,175,10,1,Can you recommend a restaurant near the Broughton House gallery?,0,0,dict_keys([])
4213,175,11,2,"98 king street is the address. Broughton house gallery looks good . Here is the phone number , 01223314960 . Would you be interested in visiting a museum ? Did you need any further assistance today ?",-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
4214,175,12,1,I am interested in visiting Broughton house gallery. How can I get there?,0,0,dict_keys([])
4215,175,13,2,"They are located at 98 king street . I think a fun place to visit is broughton house gallery . Here is the phone number , 01223314960 . Their postcode is cb11ln . Did you need any further assistance today ?",-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
4216,175,14,1,Can I go there by train?,0,0,dict_keys([])
4217,175,15,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
4218,175,16,1,"yes, Can you recommend me an italian restaurant in Amsterdam?",0,0,dict_keys([])
4219,175,17,2,Do you have an area preference ?,-1,-1,dict_keys(['Restaurant-Request'])
4220,175,18,1,downtown,0,0,dict_keys([])
4221,175,19,2,,-1,-1,dict_keys([])
4222,175,20,1,is there any italian restaurant in Amsterdam?,2,1,dict_keys([])
4223,175,21,2,I will go ahead and book that now . Excellent . pizza hut city centre is just your thing .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Recommend'])"
4224,175,22,1,what time did you book it?,0,0,dict_keys([])
4225,175,23,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
4226,175,24,1,Can you book me a taxi?,0,0,dict_keys([])
4227,175,25,2,,-1,-1,dict_keys([])
4228,175,26,1,Can you book me a cab?,2,1,dict_keys([])
4229,175,27,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
4230,175,28,1,"no, thank you",2,1,dict_keys([])
4231,175,29,2,I ' m happy to have been able to help you today . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-greet', 'general-reqmore'])"
4232,176,0,1,I am looking for train,0,0,dict_keys([])
4233,176,1,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
4234,176,2,1,Is there any Train available by 10.45,0,0,dict_keys([])
4235,176,3,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
4236,176,4,1,I need train from cambridge to norwich which leaves by friday,0,0,dict_keys([])
4237,176,5,2,It should arrive by 05:51. There are 404 options. I have a train leaving at 05:00 would that be okay ?,-1,-1,dict_keys(['Train-Inform'])
4238,176,6,1,no i need train available by 10.45,0,0,dict_keys([])
4239,176,7,2,There are 404 total trips available to you. The train will be departing from cambridge . There is a train meeting your criteria and is leaving at 05:00 .,-1,-1,"dict_keys(['Train-Select', 'Train-Inform'])"
4240,176,8,1,ok then make a booking for 7 tickets,0,0,dict_keys([])
4241,176,9,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
4242,176,10,1,yes,0,0,dict_keys([])
4243,176,11,2,On what day will you be traveling ?,-1,-1,dict_keys(['Train-Request'])
4244,176,12,1,friday,0,0,dict_keys([])
4245,176,13,2,The train stop is london kings cross . TR5767 would be your perfect fit . I can book a 05:00 for you .,-1,-1,"dict_keys(['Train-Inform', 'Train-OfferBook'])"
4246,176,14,1,i am also looking for a place to stay i also need a 4 star hotel,0,0,dict_keys([])
4247,176,15,2,It has 4 stars .,-1,-1,dict_keys(['Hotel-Inform'])
4248,176,16,1,ok,0,0,dict_keys([])
4249,176,17,2,A and b guest house is available would you like to try that ?,-1,-1,dict_keys(['Hotel-Inform'])
4250,176,18,1,the hotel under hotel category to be booked,0,0,dict_keys([])
4251,176,19,2,"I ' ve located a and b guest house , would you like me to assist you with booking ?",-1,-1,dict_keys(['Booking-Inform'])
4252,176,20,1,no i need only hotel,0,0,dict_keys([])
4253,176,21,2,"Okay , how about huntingdon marriott hotel ? It is a hotel .",-1,-1,dict_keys(['Hotel-Inform'])
4254,176,22,1,ok that is fine,0,0,dict_keys([])
4255,176,23,2,Will huntingdon marriott hotel be alright ? Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Recommend'])"
4256,176,24,1,yeas  i need the are of the hotel,0,0,dict_keys([])
4257,176,25,2,How about huntingdon marriott hotel ?,-1,-1,dict_keys(['Hotel-Recommend'])
4258,176,26,1,yes the area of huntingdon marriott hotel ,0,0,dict_keys([])
4259,176,27,2,Does the huntingdon marriott hotel work ? Their phone number is 01480446000 . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
4260,176,28,1,yes their area please,0,0,dict_keys([])
4261,176,29,2,What about huntingdon marriott hotel ? It is a hotel .,-1,-1,dict_keys(['Hotel-Inform'])
4262,176,30,1,i need the are of  the hotel,2,1,dict_keys([])
4263,176,31,2,Huntingdon marriott hotel is a great place. It is a 4-star rating . It is a hotel . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
4264,176,32,1,i need the area ,2,1,dict_keys([])
4265,176,33,2,The phone number is 01480446000 .,-1,-1,dict_keys(['Hotel-Inform'])
4266,176,34,1,no i am asking for area,2,1,dict_keys([])
4267,176,35,2,Can I make a reservation for you ?,-1,-1,dict_keys(['Booking-Inform'])
4268,176,36,1,are to listening to me or not,2,1,dict_keys([])
4269,176,37,2,Do you have a time preference ?,-1,-1,dict_keys(['Booking-Request'])
4270,176,38,1,i am asking abt the area you are just blabering something else,2,1,dict_keys([])
4271,176,39,2,They are located in the west . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
4272,177,0,1,hi.i am looking for a cheap local restaurant that serves modern european food,0,0,dict_keys([])
4273,177,1,2,Excellent . restaurant alimentum is just your thing . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Recommend'])"
4274,177,2,1,thanks.please book it for 7 people at 17:45 on friday,6,2,dict_keys([])
4275,177,3,2,"Ok , what day would you like to make the reservation on ?",-1,-1,dict_keys(['Booking-Request'])
4276,177,4,1,on friday at 17:45 for 7 people,2,1,dict_keys([])
4277,177,5,2,I am unable to find any none restaurants in town . I do n't have anything in the none range that fits that criteria . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-NoOffer'])"
4278,177,6,1,please book restaurant alimentum for 7 people at 17:45 on friday,2,1,dict_keys([])
4279,177,7,2,Booking was unsuccessful do you have any other preference ? What day will you be staying ?,-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
4280,177,8,1,please book restaurant alimentum for 7 people at 16:45 on friday,2,1,dict_keys([])
4281,177,9,2,Booking was unsuccessful do you have any other preference ? What day would you like that reservation ?,-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
4282,177,10,1,on friday,2,1,dict_keys([])
4283,177,11,2,I am unable to book this for you . Do you have any other preferences ? What day would you like the booking to be made for ?,-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
4284,177,12,1,ok,2,1,dict_keys([])
4285,177,13,2,What day would you like to book ?,-1,-1,dict_keys(['Booking-Request'])
4286,177,14,1,on friday,2,1,dict_keys([])
4287,177,15,2,What day will you be staying ?,-1,-1,dict_keys(['Booking-Request'])
4288,177,16,1,friday,2,1,dict_keys([])
4289,177,17,2,What day will you be staying ?,-1,-1,dict_keys(['Booking-Request'])
4290,177,18,1,nothing,4,1,dict_keys([])
4291,177,19,2,Do you prefer restaurant alimentum name ?,-1,-1,dict_keys(['Restaurant-Select'])
4292,177,20,1,yes,2,1,dict_keys([])
4293,177,21,2,What day would you like your booking for ?,-1,-1,dict_keys(['Booking-Request'])
4294,177,22,1,on friday,2,1,dict_keys([])
4295,177,23,2,I am unable to book this for you . Do you have any other preferences ?,-1,-1,dict_keys(['Booking-NoBook'])
4296,177,24,1,ok,2,1,dict_keys([])
4297,177,25,2,What day would you like the booking to be made for ?,-1,-1,dict_keys(['Booking-Request'])
4298,177,26,1,forget it,4,1,dict_keys([])
4299,177,27,2,What day would you like your booking for ?,-1,-1,dict_keys(['Booking-Request'])
4300,177,28,1,i want another thing,2,1,dict_keys([])
4301,177,29,2,What day would you like your booking for ? How many people is the reservation for ?,-1,-1,dict_keys(['Booking-Request'])
4302,177,30,1,i am looking for a hotel too,0,0,dict_keys([])
4303,177,31,2,Ashley hotel is available would you like to try that ? It has a rating of 2 stars .,-1,-1,dict_keys(['Hotel-Inform'])
4304,177,32,1,i am looking for a hotel in the east that include free wifi,0,0,dict_keys([])
4305,177,33,2,"There is wifi available at the hotel . Express by holiday inn cambridge is a great place. It is rated 2 stars ,.",-1,-1,dict_keys(['Hotel-Inform'])
4306,177,34,1,ok please give me the postcode,0,0,dict_keys([])
4307,177,35,2,The phone number is 01223866800 . Their postcode is cb13lh. The hotel is 2 stars . It is a hotel .,-1,-1,dict_keys(['Hotel-Inform'])
4308,177,36,1,thanks,6,2,dict_keys([])
4309,177,37,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
4310,178,0,1,i am looking for a local restaurant in the centre that serve indian food,0,0,dict_keys([])
4311,178,1,2,It is in the centre area . I have 9 options for you. They serve indian . How does the curry garden sound ?,-1,-1,dict_keys(['Restaurant-Inform'])
4312,178,2,1,it is good. please give me the postcode and address,6,2,dict_keys([])
4313,178,3,2,"Ok , what day would you like to make the reservation on ? They are located at 106 Regent Street City Centre. How does the curry garden sound ? Their postcode is cb21dp.",-1,-1,"dict_keys(['Booking-Request', 'Restaurant-Inform'])"
4314,178,4,1,thanks,6,2,dict_keys([])
4315,178,5,2,You are welcome.,-1,-1,dict_keys(['general-welcome'])
4316,178,6,1,i am looking for a hotel in the north that include free wifi,0,0,dict_keys([])
4317,178,7,2,What area are you looking to stay in ?,-1,-1,dict_keys(['Hotel-Request'])
4318,178,8,1,in the north,0,0,dict_keys([])
4319,178,9,2,It does include free parking . It is a moderate place .,-1,-1,dict_keys(['Hotel-Recommend'])
4320,178,10,1,does it have free wifi?,0,0,dict_keys([])
4321,178,11,2,It is in the centre area . There are 9 restaurants in that area that fit that criteria . Would you like to try curry garden ?,-1,-1,dict_keys(['Restaurant-Inform'])
4322,178,12,1,i am looking for a hotel in the north that include free wifi,2,1,dict_keys([])
4323,178,13,2,They are located at 154 chesterton road. How about acorn guest house ? It has all the attributes you requested and a great name !. Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Recommend'])"
4324,178,14,1,i also want to book a taxi between curry garden and acorn guest house by 12:00,0,0,dict_keys([])
4325,178,15,2,A bmw is booked . It will leave at none . The contact number is 95378922649 .,-1,-1,dict_keys(['Taxi-Inform'])
4326,178,16,1,please give me the car type,0,0,dict_keys([])
4327,178,17,2,Contact number for the taxi is 49291542192 .,-1,-1,dict_keys(['Taxi-Inform'])
4328,178,18,1,thank you,6,2,dict_keys([])
4329,178,19,2,"It is located in the centre . Okay , may I suggest indian food ? Curry garden has some great reviews . Is there anything else I can help you with ?",-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Recommend'])"
4330,179,0,1,The restaurant should be in the moderate price range,0,0,dict_keys([])
4331,179,1,2,Would you like to try pizza hut city centre ?,-1,-1,"dict_keys(['Restaurant-Select', 'Restaurant-Inform'])"
4332,179,2,1,he restaurant should be in the centre.,0,0,dict_keys([])
4333,179,3,2,I would suggest pizza hut city centre . Their phone number is 01223323737 .,-1,-1,dict_keys(['Restaurant-Recommend'])
4334,179,4,1,The restaurant should serve italian food.,0,0,dict_keys([])
4335,179,5,2,"Yes , I have a place called pizza hut city centre , does that sound like something you would enjoy ? Is there anything else I can help you with ?",-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Recommend'])"
4336,179,6,1,"phone number, address.",0,0,dict_keys([])
4337,179,7,2,Their phone number is 01223323737. Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Inform'])"
